"topic","term","beta"
2,"mixing",1.35084346148663e-234
3,"mixing",7.20414221934624e-139
4,"mixing",8.48102288443072e-231
5,"mixing",0.00110071387508795
6,"mixing",1.43662045062575e-220
1,"mizan",1.32418674904569e-202
2,"mizan",6.48791698575634e-205
3,"mizan",4.30265603580776e-193
4,"mizan",1.76522802131737e-203
5,"mizan",0.00110071387508795
6,"mizan",9.7503318694456e-197
1,"mlistening",0.0011436347751787
2,"mlistening",4.69214450472383e-143
3,"mlistening",1.78949732212462e-145
4,"mlistening",7.6111714961298e-140
5,"mlistening",1.06484234159305e-138
6,"mlistening",2.25376528606151e-136
1,"mmi",0.0011436347751787
2,"mmi",7.57056580496076e-197
3,"mmi",3.92409235363523e-196
4,"mmi",1.38570233131548e-190
5,"mmi",3.23265322303688e-191
6,"mmi",3.47013301587876e-189
1,"mobilny",1.37695662215553e-201
2,"mobilny",3.8370260330222e-204
3,"mobilny",2.14282338045513e-205
4,"mobilny",0.00119020179423761
5,"mobilny",1.67052005696088e-65
6,"mobilny",2.45258037520805e-198
1,"moda",0.0011436347751787
2,"moda",1.92404675909159e-174
3,"moda",3.13600215766971e-175
4,"moda",2.80207695153552e-171
5,"moda",7.77738852856541e-172
6,"moda",3.13825478253594e-168
1,"model",1.37072368569761e-47
2,"model",1.50346262446174e-195
3,"model",0.000887327989521247
4,"model",4.59850034373398e-191
5,"model",6.33432882108233e-55
6,"model",3.98225695496425e-189
1,"modemy",9.10494254813024e-202
2,"modemy",3.98209473490053e-205
3,"modemy",1.61138561791915e-205
4,"modemy",0.00119020179423761
5,"modemy",7.58482166694821e-64
6,"modemy",2.21727084826668e-198
1,"mohammad",0.0011436347751787
2,"mohammad",8.64709801128062e-37
3,"mohammad",6.30499597710589e-175
4,"mohammad",1.00510271883198e-171
5,"mohammad",1.32556236154106e-172
6,"mohammad",3.97162650853891e-169
1,"moi",1.76315256244101e-161
2,"moi",3.47071351088691e-164
3,"moi",3.17017782950815e-165
4,"moi",0.00119020179423761
5,"moi",1.54237748890977e-161
6,"moi",4.44792288676792e-159
1,"mokgothubasil",5.58430093296802e-174
2,"mokgothubasil",4.43091668988108e-177
3,"mokgothubasil",1.41399082705995e-177
4,"mokgothubasil",0.00238040358847522
5,"mokgothubasil",6.30487893330737e-175
6,"mokgothubasil",5.50930927879059e-171
1,"mokgothubasilhappy",0.0011436347751787
2,"mokgothubasilhappy",8.153053611743e-161
3,"mokgothubasilhappy",3.47730473085345e-162
4,"mokgothubasilhappy",6.43703823812889e-159
5,"mokgothubasilhappy",5.39290114845768e-157
6,"mokgothubasilhappy",6.50574394145928e-156
1,"mom",8.54571336256915e-180
2,"mom",5.37615950429951e-183
3,"mom",0.000887327989521247
4,"mom",4.10819741562001e-180
5,"mom",3.13948963620673e-180
6,"mom",5.09524988874223e-177
1,"moment",2.07936975452999e-154
2,"moment",7.50636657537635e-66
3,"moment",7.86067880924016e-159
4,"moment",1.6520217456187e-154
5,"moment",0.00220142775017591
6,"moment",1.60507152264587e-152
1,"moms",1.32862984571921e-171
2,"moms",9.3873570735153e-129
3,"moms",4.33656697872567e-197
4,"moms",0.00119020179423761
5,"moms",6.05070466947507e-191
6,"moms",2.25390103394173e-191
1,"money",0.00114363454380696
2,"money",2.11599367993086e-212
3,"money",1.50583002621128e-214
4,"money",2.13617192525833e-70
5,"money",0.00220142797286421
6,"money",5.07575514045094e-205
1,"monke",3.08620284154755e-150
2,"monke",2.67718003383088e-27
3,"monke",1.64412243094196e-53
4,"monke",0.0107118161481385
5,"monke",1.01785609700118e-153
6,"monke",3.41225857958022e-44
1,"monkeland",3.10296280488927e-142
2,"monkeland",8.65874345379974e-145
3,"monkeland",8.26916792148345e-147
4,"monkeland",2.68563051302398e-143
5,"monkeland",6.66919083364011e-143
6,"monkeland",0.00132636517530188
1,"monkey",0.00914907820142959
2,"monkey",2.50163725243444e-36
3,"monkey",9.72355616433696e-160
4,"monkey",6.6051011728328e-154
5,"monkey",6.01847510725719e-30
6,"monkey",4.39705692851297e-152
1,"monkeys",0.0045745391007148
2,"monkeys",2.49163348813143e-96
3,"monkeys",1.20393813725498e-173
4,"monkeys",5.74956925407425e-168
5,"monkeys",5.94357205148709e-51
6,"monkeys",8.30935558701914e-62
1,"monkeystar",2.90813787741565e-142
2,"monkeystar",4.88481880001807e-145
3,"monkeystar",8.53271405323488e-146
4,"monkeystar",1.24530741607377e-143
5,"monkeystar",0.00110071387508795
6,"monkeystar",1.05954008104528e-140
1,"monki",7.57238727588158e-161
2,"monki",1.56165442460758e-163
3,"monki",1.37620147550668e-163
4,"monki",0.00119020179423761
5,"monki",7.69166299001686e-160
6,"monki",9.22380141786524e-158
1,"monkie",1.96612445986144e-159
2,"monkie",4.96921561197639e-161
3,"monkie",6.26863089687931e-164
4,"monkie",0.00119020179423761
5,"monkie",1.80197272924905e-160
6,"monkie",1.93844065827098e-156
1,"mono",6.00346415946781e-157
2,"mono",0.00425088362392543
3,"mono",1.53927134412297e-17
4,"mono",1.36058475154147e-158
5,"mono",6.01880223154444e-156
6,"mono",3.79360810254764e-155
1,"monos",1.08579446711564e-21
2,"monos",6.43801052560461e-174
3,"monos",4.02106992704901e-176
4,"monos",0.00238040358847522
5,"monos",2.38593065471975e-165
6,"monos",1.30510231661376e-169
1,"monsternotably",3.01470128277149e-211
2,"monsternotably",1.23851441410642e-58
3,"monsternotably",6.71876742347616e-216
4,"monsternotably",0.00119020179423761
5,"monsternotably",7.55751968641262e-211
6,"monsternotably",1.10046997482779e-207
1,"month",4.8083109818514e-180
2,"month",0.00106272090598136
3,"month",6.45639967251897e-185
4,"month",9.2210153466391e-180
5,"month",2.86813298344307e-181
6,"month",2.28593957586994e-178
1,"monthly",4.25999803474522e-180
2,"monthly",0.00106272090598136
3,"monthly",8.44787884789773e-185
4,"monthly",2.57841234886337e-179
5,"monthly",1.12689880739697e-181
6,"monthly",1.02078598364934e-177
1,"months",1.19229407685466e-153
2,"months",2.2189682676974e-05
3,"months",6.68312744118664e-156
4,"months",1.33182905444266e-149
5,"months",0.00217844477179572
6,"months",2.20515282507637e-149
1,"mood",1.20166419037468e-176
2,"mood",0.00106272090598136
3,"mood",9.44845475611673e-41
4,"mood",3.11027853606876e-37
5,"mood",1.34512461310354e-175
6,"mood",1.56950841749641e-172
1,"morenistas",0.0011436347751787
2,"morenistas",8.24758100116866e-144
3,"morenistas",1.04123492164068e-145
4,"morenistas",1.87552150682679e-141
5,"morenistas",1.55220137113825e-141
6,"morenistas",1.2038890310464e-138
1,"motherland",0.0011436347751787
2,"motherland",3.1240388771072e-220
3,"motherland",4.9633707011424e-222
4,"motherland",3.55858058403419e-70
5,"motherland",1.22398145152017e-217
6,"motherland",3.7911644087625e-217
1,"mothers",4.9078746486934e-178
2,"mothers",9.03410789713788e-181
3,"mothers",7.00657052594475e-182
4,"mothers",6.08393597198859e-178
5,"mothers",0.00110071387508795
6,"mothers",3.15975002779948e-173
1,"motogp",4.29592301237056e-183
2,"motogp",1.58744547788795e-46
3,"motogp",2.57580959112112e-186
4,"motogp",3.16358929298636e-182
5,"motogp",0.00110071387508795
6,"motogp",1.46767905274046e-169
1,"mountain",4.51307052664774e-180
2,"mountain",0.00318816271794409
3,"mountain",2.08398936008839e-184
4,"mountain",1.03804434324872e-179
5,"mountain",2.25123014797647e-180
6,"mountain",9.03023283573897e-178
1,"mouths",0.0011436347751787
2,"mouths",1.48266126003489e-58
3,"mouths",9.38652833468775e-196
4,"mouths",2.11148444205689e-192
5,"mouths",2.48777626655905e-192
6,"mouths",2.02856936331129e-50
1,"move",2.02042398058842e-192
2,"move",1.8841876371878e-191
3,"move",2.99266599543093e-197
4,"move",8.21324364927563e-179
5,"move",0.00220142775017591
6,"move",1.96783339526394e-188
1,"moved",7.53519020595872e-24
2,"moved",2.47316734641723e-162
3,"moved",2.79818332620784e-165
4,"moved",0.00119020179423761
5,"moved",3.83974652159268e-161
6,"moved",1.3239936332762e-158
1,"movie",9.58014432107515e-164
2,"movie",6.08716979595758e-47
3,"movie",3.0833466564281e-181
4,"movie",6.82712926554398e-178
5,"movie",0.00770499712561568
6,"movie",2.25599932814262e-176
1,"moving",0.0022872695503574
2,"moving",1.90335327090649e-160
3,"moving",1.64000611731478e-161
4,"moving",1.03077483543565e-73
5,"moving",1.14097156882671e-22
6,"moving",1.77919020246848e-156
1,"mrda",5.80389648302109e-185
2,"mrda",1.14003489106257e-186
3,"mrda",9.37325655259008e-189
4,"mrda",9.07274464459787e-185
5,"mrda",0.00110071387508795
6,"mrda",7.85973231734135e-182
1,"mucho",3.12731733599466e-29
2,"mucho",6.19268612693365e-12
3,"mucho",8.20748616025973e-161
4,"mucho",2.0111001789743e-157
5,"mucho",0.00330214161884978
6,"mucho",1.10698546074107e-154
1,"muchos",0.0011436347751787
2,"muchos",2.78486935354886e-190
3,"muchos",3.57281730399247e-192
4,"muchos",5.64991212350376e-188
5,"muchos",1.28148606753246e-188
6,"muchos",2.74937004376206e-185
1,"muita",0.0011436347751787
2,"muita",9.79068252582796e-174
3,"muita",1.64200399753269e-77
4,"muita",1.84402073363656e-170
5,"muita",2.7879635574925e-172
6,"muita",7.95470727302642e-168
1,"muitas",1.82923704990569e-181
2,"muitas",3.59352914906128e-183
3,"muitas",5.81308532566962e-165
4,"muitas",0.00119020179423761
5,"muitas",3.58291673436281e-181
6,"muitas",2.50421838859397e-178
1,"muito",1.74357543808215e-167
2,"muito",4.74962304034165e-170
3,"muito",0.000887327989521247
4,"muito",4.44381463871196e-166
5,"muito",4.82745616205176e-167
6,"muito",1.53907298338721e-163
1,"mukunda",4.97633382265668e-211
2,"mukunda",7.71538811188371e-213
3,"mukunda",4.57449735398929e-214
4,"mukunda",1.97885163694673e-210
5,"mukunda",0.00110071387508795
6,"mukunda",8.35965297587915e-208
1,"mumbai",1.05659741506787e-58
2,"mumbai",3.20993893013401e-187
3,"mumbai",2.43063408507081e-71
4,"mumbai",0.00476080717695045
5,"mumbai",7.33053064259462e-186
6,"mumbai",1.23844154661562e-182
1,"mundo",1.63210503519444e-186
2,"mundo",5.12337310864601e-189
3,"mundo",0.00266198396856374
4,"mundo",7.74644490249418e-185
5,"mundo",1.22090218945446e-187
6,"mundo",1.5007189369256e-183
1,"music",3.40304061979486e-31
2,"music",2.96211601287742e-13
3,"music",2.67907924729439e-35
4,"music",0.034515852032559
5,"music",3.61393938405788e-18
6,"music",1.43504770437872e-35
1,"musica",4.81633333833861e-33
2,"musica",1.18940503850225e-156
3,"musica",0.0135302590566447
4,"musica",0.00565546084159718
5,"musica",1.36291679588995e-159
6,"musica",8.31943851258991e-157
1,"musicians",1.11971354926118e-163
2,"musicians",0.00212544181196272
3,"musicians",3.8918923448884e-37
4,"musicians",2.75830447892737e-163
5,"musicians",1.7724999902667e-163
6,"musicians",1.51184801113877e-44
1,"musik",1.32689466936833e-153
2,"musik",0.00106272090598136
3,"musik",1.47433736336604e-158
4,"musik",1.44656220677775e-143
5,"musik",6.93625500028809e-154
6,"musik",4.25014626808404e-151
1,"muslim",4.50423860374519e-192
2,"muslim",0.00212544181196272
3,"muslim",4.64031929607167e-200
4,"muslim",6.26681291313637e-67
5,"muslim",2.4094335010635e-197
6,"muslim",1.76899016756018e-194
1,"muslims",4.31580703094205e-180
2,"muslims",0.00106272090598136
3,"muslims",6.616544728842e-185
4,"muslims",2.43292361240932e-38
5,"muslims",2.4432253439382e-180
6,"muslims",4.62940057175377e-178
1,"muy",0.00228726917209085
2,"muy",1.25103929698835e-92
3,"muy",1.55142826776416e-123
4,"muy",4.86896902844308e-163
5,"muy",0.00110071423915807
6,"muy",5.02258645501436e-160
1,"muzlims",1.99112901574779e-204
2,"muzlims",2.83047914365721e-206
3,"muzlims",7.96409233080541e-208
4,"muzlims",2.52934192784333e-203
5,"muzlims",0.00110071387508795
6,"muzlims",6.976060396654e-202
1,"nabody",7.99262137129697e-42
2,"nabody",9.43911772641703e-183
3,"nabody",5.0371301091368e-185
4,"nabody",1.35538134017482e-180
5,"nabody",1.39179528774514e-179
6,"nabody",0.00132636517530188
1,"nacido",1.63221924304211e-54
2,"nacido",4.46831002550436e-184
3,"nacido",2.2746565844041e-40
4,"nacido",3.06702653963881e-181
5,"nacido",0.00440285550035182
6,"nacido",2.68064214006844e-178
1,"nada",0.0011436347751787
2,"nada",1.17737747766611e-199
3,"nada",4.8674010638204e-202
4,"nada",1.02519492469502e-196
5,"nada",8.16473404051492e-198
6,"nada",5.61983603763377e-194
1,"nagashinyagurogusamuzamubanzamwitonde",1.34107303764071e-210
2,"nagashinyagurogusamuzamubanzamwitonde",6.23149642619401e-213
3,"nagashinyagurogusamuzamubanzamwitonde",8.22232365799804e-214
4,"nagashinyagurogusamuzamubanzamwitonde",5.69532390909217e-210
5,"nagashinyagurogusamuzamubanzamwitonde",0.00110071387508795
6,"nagashinyagurogusamuzamubanzamwitonde",5.25747172042324e-208
1,"nah",0.0011436347751787
2,"nah",7.56584964589994e-164
3,"nah",8.67015344138577e-165
4,"nah",2.67097652305247e-160
5,"nah",1.40525716250366e-160
6,"nah",7.29743548708737e-159
1,"namas",1.98549446380223e-196
2,"namas",5.41479119366794e-200
3,"namas",0.000887327989521247
4,"namas",5.81666447848535e-196
5,"namas",5.37829921467614e-195
6,"namas",7.38547809515026e-193
1,"namm",3.58364990347232e-184
2,"namm",4.99198745565499e-188
3,"namm",9.58169789476736e-189
4,"namm",0.00119020179423761
5,"namm",4.54513426132634e-184
6,"namm",4.61968573118669e-182
1,"nandayo",2.08236403284263e-23
2,"nandayo",2.5234196896711e-163
3,"nandayo",1.00769245184738e-164
4,"nandayo",1.41557032646768e-160
5,"nandayo",0.00110071387508795
6,"nandayo",1.68931536480857e-157
1,"nanoseconds",8.50296166392405e-230
2,"nanoseconds",6.78498885932398e-235
3,"nanoseconds",8.03574034386496e-139
4,"nanoseconds",8.58116112082755e-231
5,"nanoseconds",0.00110071387508795
6,"nanoseconds",5.76390636072583e-221
1,"nao",5.74055452595999e-61
2,"nao",4.4749004380697e-175
3,"nao",0.00504408631212446
4,"nao",0.00156561608995083
5,"nao",5.85955729333186e-59
6,"nao",2.73908683074283e-170
1,"nathaliefernandez",0.0011436347751787
2,"nathaliefernandez",3.1734090598852e-144
3,"nathaliefernandez",1.4953109424632e-145
4,"nathaliefernandez",8.02644288063217e-141
5,"nathaliefernandez",1.5658974358102e-141
6,"nathaliefernandez",5.73241454266726e-138
1,"national",9.68782934147297e-158
2,"national",0.00212544181196272
3,"national",1.56306214447636e-161
4,"national",2.54190059932615e-18
5,"national",3.07650130717102e-19
6,"national",1.0594587740134e-154
1,"natural",0.0011436347751787
2,"natural",9.31631873561114e-207
3,"natural",2.62318303088766e-207
4,"natural",3.50936245417251e-203
5,"natural",2.21122201925912e-203
6,"natural",9.99979459596648e-201
1,"nature",1.13029414184755e-196
2,"nature",0.00106272090598136
3,"nature",3.04214386903221e-199
4,"nature",8.690908426209e-196
5,"nature",6.15070333120757e-197
6,"nature",4.69514381852052e-193
1,"ndl",0.0011436347751787
2,"ndl",3.61332551162436e-179
3,"ndl",4.66498157845573e-181
4,"ndl",2.33571022078708e-177
5,"ndl",1.08026287799205e-177
6,"ndl",1.85429401635237e-174
1,"neda",3.53751748637366e-218
2,"neda",6.02314798883833e-220
3,"neda",4.41373589889385e-222
4,"neda",0.00119020179423761
5,"neda",3.45182863472335e-58
6,"neda",7.77413580832795e-57
1,"nefret",2.47227168703626e-192
2,"nefret",0.00106272090598136
3,"nefret",6.47638990074208e-196
4,"nefret",5.67513727814977e-192
5,"nefret",2.79784014589383e-193
6,"nefret",3.2997562549238e-189
1,"nekrocraft",1.46960158936393e-142
2,"nekrocraft",3.15247487341299e-144
3,"nekrocraft",1.92697454405698e-145
4,"nekrocraft",0.00119020179423761
5,"nekrocraft",1.72842833885779e-142
6,"nekrocraft",3.8953799184344e-139
1,"nem",2.0637157284952e-187
2,"nem",4.7808352026439e-211
3,"nem",2.75045398514711e-207
4,"nem",0.00238040358847522
5,"nem",6.15526451265308e-207
6,"nem",1.28201041561276e-204
1,"nepal",5.05712641904335e-157
2,"nepal",0.00106272090598136
3,"nepal",3.25705556374324e-160
4,"nepal",1.7278869663601e-156
5,"nepal",4.4414672561896e-156
6,"nepal",9.68797823516807e-154
1,"nessa",3.54329122484332e-187
2,"nessa",1.71694677749692e-190
3,"nessa",0.00177465597904249
4,"nessa",2.79459637990652e-187
5,"nessa",2.07004947806419e-187
6,"nessa",4.32718529800546e-184
1,"nevada",5.47946991331001e-178
2,"nevada",7.94696707830532e-181
3,"nevada",0.000887327989521247
4,"nevada",1.79800794074629e-175
5,"nevada",2.35565942641779e-179
6,"nevada",4.77579582753662e-176
1,"newborn",8.09905935039485e-249
2,"newborn",4.55329692550344e-252
3,"newborn",8.06659667434608e-254
4,"newborn",1.54161692871211e-249
5,"newborn",0.00110071387508795
6,"newborn",6.41243909589892e-236
1,"newest",0.0011436347751787
2,"newest",3.83948614284489e-162
3,"newest",4.85553872577047e-162
4,"newest",2.1325242891886e-150
5,"newest",7.24514470131382e-159
6,"newest",7.91144199662977e-155
1,"ngl",0.00114363461615925
2,"ngl",0.00212544195973131
3,"ngl",5.99359495862712e-175
4,"ngl",1.25443828081865e-117
5,"ngl",3.23613422638386e-171
6,"ngl",9.56397892004488e-169
1,"nic",8.52874150959655e-201
2,"nic",3.93222121507654e-204
3,"nic",1.55251133062752e-206
4,"nic",0.00119020179423761
5,"nic",1.29159484808803e-64
6,"nic",1.3610676328824e-198
1,"nice",2.68103656712295e-149
2,"nice",0.00318816271794409
3,"nice",4.40213720336943e-69
4,"nice",1.14293418095931e-152
5,"nice",7.94984206492045e-154
6,"nice",6.98510734812883e-150
1,"nicobamamaza",4.66305186963972e-211
2,"nicobamamaza",3.28711933710307e-213
3,"nicobamamaza",3.96725755429389e-214
4,"nicobamamaza",3.97516966783419e-210
5,"nicobamamaza",0.00110071387508795
6,"nicobamamaza",7.46066103301414e-208
1,"nie",1.29124064581126e-199
2,"nie",1.24273826025447e-202
3,"nie",9.5318309688453e-204
4,"nie",0.00119020179423761
5,"nie",1.601190138823e-62
6,"nie",1.92874536275304e-198
1,"night",6.61479436258528e-267
2,"night",6.19356205850469e-269
3,"night",4.26421605370844e-270
4,"night",5.43778992133402e-266
5,"night",6.67061664742156e-266
6,"night",0.0212218428048301
1,"nights",2.37556102143515e-157
2,"nights",5.50170960318264e-161
3,"nights",3.64315517696422e-162
4,"nights",2.96030587145617e-160
5,"nights",0.00110071387508795
6,"nights",1.05831149662469e-155
1,"niko",0.0011436347751787
2,"niko",1.68097555736245e-61
3,"niko",2.63494192892141e-202
4,"niko",2.9358717556834e-199
5,"niko",1.61447619767242e-199
